text,link,state,contributors,text_cleaned
✔️ PR #30 update master branch with in-production code (tris-olson),https://github.com/EQWorks/path_builder/pull/30,done,tris-olson, update master branch with in-production code
✔️ PR #51 Bids History - Support for geo cohorts + refactor (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/51,done,kevlabs, Bids History - Support for geo cohorts + refactor
✔️ PR #50 Features Writer - Add support for multi dimensions (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/50,done,kevlabs, Features Writer - Add support for multi dimensions
👀 PR #641 devops - add containerization with docker-compose (woozyking),https://github.com/EQWorks/overseer/pull/641,needs review,woozyking, devops - add containerization with docker-compose
⚠️ PR #38 Report - create new handler to get LOCUS report directly (maluhoss),https://github.com/EQWorks/EnrichData/pull/38,wip,maluhoss, Report - create new handler to get LOCUS report directly
✔️ PR #35 connectionHub - add get connection method (bsandi1220),https://github.com/EQWorks/EnrichData/pull/35,done,bsandi1220, connectionHub - add get connection method
✔️ PR #37 AOI - use geo_id instead of resolution column names (maluhoss),https://github.com/EQWorks/EnrichData/pull/37,done,maluhoss, AOI - use geo_id instead of resolution column names
⚠️ PR #36 Quick Query util (maluhoss),https://github.com/EQWorks/EnrichData/pull/36,wip,maluhoss, Quick Query util
✔️ PR #72 devops - fix dockerfile (bsandi1220),https://github.com/EQWorks/locussdk/pull/72,done,bsandi1220, devops - fix dockerfile
👀 PR #70 Use export endpoints when getting LOCUS reports (maluhoss),https://github.com/EQWorks/locussdk/pull/70,needs review,maluhoss, Use export endpoints when getting LOCUS reports
✔️ PR #71 AOI - add version when saving file (maluhoss),https://github.com/EQWorks/locussdk/pull/71,done,maluhoss, AOI - add version when saving file
👀 PR #69 Dataset - modify ML routes in getting list of datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/69,needs review,maluhoss, Dataset - modify ML routes in getting list of datasets
✔️ PR #67 get_audience - add limit to number of pois (bsandi1220),https://github.com/EQWorks/locussdk/pull/67,done,bsandi1220, get_audience - add limit to number of pois
✔️ PR #68 get_dataset - update get connection hub data (bsandi1220),https://github.com/EQWorks/locussdk/pull/68,done,bsandi1220, get_dataset - update get connection hub data
✔️ PR #9 AOI file - adjust column names when getting AOI data (maluhoss),https://github.com/EQWorks/notebook-files/pull/9,done,maluhoss, AOI file - adjust column names when getting AOI data
👀 PR #137 Training Gym - Enrichment ETL (wenting-pan),https://github.com/EQWorks/datapipeline-task/pull/137,needs review,wenting-pan, Training Gym - Enrichment ETL
👀 PR #7 geo cohort fields (eq-ianecc),https://github.com/EQWorks/aws_kinesis/pull/7,needs review,eq-ianecc, geo cohort fields
👀 PR #13 bell test core code with statistics and doc (dshparyk),https://github.com/EQWorks/cognitive/pull/13,needs review,dshparyk, bell test core code with statistics and doc
⚠️ PR #126 VISX/Plotly exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,wip,DoParkEQ, VISX/Plotly exp
