text,link,state,contributors,text_cleaned
⚠️ PR #23 Work with generated/fake data (woozyking),https://github.com/EQWorks/python-curriculum/pull/23,wip,woozyking, Work with generated/fake data
✔️ PR #22 devops - integrate commit-watch for PRs (woozyking),https://github.com/EQWorks/python-curriculum/pull/22,done,woozyking, devops - integrate commit-watch for s
"⚠️ PR #76 Map/GeoCohortMap  - add setZoom, setViewportBBox (geoerika)",https://github.com/EQWorks/react-maps/pull/76,wip,geoerika," Map/GeoCohortMap - add setZoom, setViewportBBox"
👀 PR #75 Intelligence map (kc-leung),https://github.com/EQWorks/react-maps/pull/75,needs review,kc-leung, Intelligence map
✔️ PR #97 Executions/cancellation (hyx131),https://github.com/EQWorks/ml-ui/pull/97,done,hyx131, Executions/cancellation
✔️ PR #96 devops - integrate commit-watch to master CI workflow (hyx131),https://github.com/EQWorks/ml-ui/pull/96,done,hyx131, devops - integrate commit-watch to master CI workflow
✔️ PR #95 Categories/tree (hyx131),https://github.com/EQWorks/ml-ui/pull/95,done,hyx131, Categories/tree
✔️ PR #94 Categories/re layout (hyx131),https://github.com/EQWorks/ml-ui/pull/94,done,hyx131, Categories/re layout
⚠️ PR #85 Add map widget (geoerika),https://github.com/EQWorks/ml-ui/pull/85,wip,geoerika, Add map widget
✔️ PR #164 Selector/tree (hyx131),https://github.com/EQWorks/react-labs/pull/164,done,hyx131, Selector/tree
👀 PR #27 Commit watch integration and mention in git conventions (woozyking),https://github.com/EQWorks/common/pull/27,needs review,woozyking, Commit watch integration and mention in git conventions
✔️ PR #59 devops - add commit-watch to master CI workflow (woozyking),https://github.com/EQWorks/keywarden/pull/59,done,woozyking, devops - add commit-watch to master CI workflow
✔️ PR #58 login - send OTP email to registered users only (waynezhu6),https://github.com/EQWorks/keywarden/pull/58,done,waynezhu6, login - send OTP email to registered users only
⚠️ PR #1833 Report/GeoCohort - use bbox coords to pull postal code level insights (geoerika),https://github.com/EQWorks/overlord/pull/1833,wip,geoerika, Report/GeoCohort - use bbox coords to pull postal code level insights
✔️ PR #1832 Manage -fix tab order at flight and media buy level; rename 'Geo Cohort' tab to 'GeoCohort' (geoerika),https://github.com/EQWorks/overlord/pull/1832,done,geoerika, Manage -fix tab order at flight and media buy level; rename 'Geo Cohort' tab to 'GeoCohort'
✔️ PR #1831 GeoCohort - Suppress error for geocoh item agg data & geom api call (geoerika),https://github.com/EQWorks/overlord/pull/1831,done,geoerika, GeoCohort - Suppress error for geocoh item agg data & geom api call
👀 PR #1829 table enhancement (DoParkEQ),https://github.com/EQWorks/overlord/pull/1829,needs review,DoParkEQ, table enhancement
✔️ PR #1827 apply global theme (DoParkEQ),https://github.com/EQWorks/overlord/pull/1827,done,DoParkEQ, apply global theme
"✔️ PR #1823 devops - upgrade build runtime and clean up dev deps, remove outdated tests (woozyking)",https://github.com/EQWorks/overlord/pull/1823,done,woozyking," devops - upgrade build runtime and clean up dev deps, remove outdated tests"
"✔️ PR #1830 Package, table fix (geoerika)",https://github.com/EQWorks/overlord/pull/1830,done,geoerika," Package, table fix"
✔️ PR #1828 Theme - fix default theme (woozyking),https://github.com/EQWorks/overlord/pull/1828,done,woozyking, Theme - fix default theme
✔️ PR #1808 geo cohort/reports (DoParkEQ),https://github.com/EQWorks/overlord/pull/1808,done,DoParkEQ, geo cohort/reports
✔️ PR #656 devops - add commit-watch to master CI workflow (woozyking),https://github.com/EQWorks/overseer/pull/656,done,woozyking, devops - add commit-watch to master CI workflow
👀 PR #23 journal - setup Notion dev-journal automation workflow (hyx131),https://github.com/EQWorks/avail-bot/pull/23,needs review,hyx131, journal - setup Notion dev-journal automation workflow
"✔️ PR #42 version 3.4, revise commit-watch job (woozyking)",https://github.com/EQWorks/release/pull/42,done,woozyking," version 3.4, revise commit-watch job"
"✔️ PR #40 devops - dev env to node 14, add commit-watch in master CI workflow (woozyking)",https://github.com/EQWorks/release/pull/40,done,woozyking," devops - dev env to node 14, add commit-watch in master CI workflow"
✔️ PR #37 nlp/label - 2021-Mar batch (woozyking),https://github.com/EQWorks/release/pull/37,done,woozyking, nlp/label - 2021-Mar batch
✔️ PR #3 Auto main|master branch detection (woozyking),https://github.com/EQWorks/commit-watch/pull/3,done,woozyking, Auto main|master branch detection
👀 PR #12 Stripe - Added The extra parameteres for the payment methods,https://github.com/EQWorks/connector-stripe/pull/12,needs review,, Stripe - Added The extra parameteres for the payment
👀 PR #11 Stripe - Added The extra parameteres for the core resources,https://github.com/EQWorks/connector-stripe/pull/11,needs review,, Stripe - Added The extra parameteres for the core
👀 PR #9 Stripe - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/9,needs review,supuntennakoon, Stripe - Endpoints for the Orders section
👀 PR #8 Stripe - Endpoints for the Terminal section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/8,needs review,supuntennakoon, Stripe - Endpoints for the Terminal section
👀 PR #7 Stripe - Endpoints for the Issuing section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/7,needs review,supuntennakoon, Stripe - Endpoints for the Issuing section
👀 PR #6 Stripe - Endpoints for the Fraud section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/6,needs review,supuntennakoon, Stripe - Endpoints for the Fraud section
👀 PR #4 Stripe - Endpoints for the Billing (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/4,needs review,supuntennakoon, Stripe - Endpoints for the Billing
"👀 PR #10 Stripe - Endpoints for the Sigma, Reporting, webhooks sections (supuntennakoon)",https://github.com/EQWorks/connector-stripe/pull/10,needs review,supuntennakoon," Stripe - Endpoints for the Sigma, Reporting, webhooks sections"
👀 PR #5 Stripe - Endpoints for the Connect (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/5,needs review,supuntennakoon, Stripe - Endpoints for the Connect
