text,link,state,contributors,text_cleaned
👀 PR #1 Hubspot - Endpoints for the CRM (supuntennakoon),https://github.com/EQWorks/connector-hubspot/pull/1,needs review,supuntennakoon, Hubspot - Endpoints for the CRM
👀 PR #12 Bugfix/exception detection (wwwmonsterlam),https://github.com/EQWorks/connector-shopify/pull/12,needs review,wwwmonsterlam, Bugfix/exception detection
👀 PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,needs review,supuntennakoon, Shopify - Endpoints for the Orders section
✔️ PR #956 ql - upgrade package with v1.1.0 release (hyx131),https://github.com/EQWorks/snoke/pull/956,done,hyx131, ql - upgrade package with v1.1.0 release
✔️ PR #81 Dataset - get Marketplace layers (maluhoss),https://github.com/EQWorks/locussdk/pull/81,done,maluhoss, Dataset - get Marketplace layers
👀 PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,needs review,waynezhu6, Devops - add automated testing for demo notebooks on release
✔️ PR #47 Get Marketplace Layers (maluhoss),https://github.com/EQWorks/EnrichData/pull/47,done,maluhoss, Get Marketplace Layers
✔️ PR #131 package - change version to 0.4.2 (geoerika),https://github.com/EQWorks/chart-system/pull/131,done,geoerika, package - change version to 0.4.2
✔️ PR #130 Tooltip - set notitle as string; add PropTypes.number to label prop (geoerika),https://github.com/EQWorks/chart-system/pull/130,done,geoerika, Tooltip - set notitle as string; add PropTypes.number to label prop
✔️ PR #21 11 - work with SQL(ite) (woozyking),https://github.com/EQWorks/python-curriculum/pull/21,done,woozyking, 11 - work with SQL(ite)
👀 PR #74 trips map (eq-ianecc),https://github.com/EQWorks/react-maps/pull/74,needs review,eq-ianecc, trips map
"✔️ PR #73 GeoCohortMp - add reportFSAData,  reportGeoCohortData and code logic; zoom to state; fix zooming back to highlightObj (geoerika)",https://github.com/EQWorks/react-maps/pull/73,done,geoerika," GeoCohortMp - add reportFSAData, reportGeoCohortData and code logic; zoom to state; fix zooming back to highlightObj"
👀 PR #94 Categories/re layout (hyx131),https://github.com/EQWorks/ml-ui/pull/94,needs review,hyx131, Categories/re layout
👀 PR #58 login - send OTP email to registered users only (waynezhu6),https://github.com/EQWorks/keywarden/pull/58,needs review,waynezhu6, login - send OTP email to registered users only
✔️ PR #57 devops - CI revisions (woozyking),https://github.com/EQWorks/keywarden/pull/57,done,woozyking, devops - CI revisions
✔️ PR #1825 GeoCohort - hide geocohorts for external users (geoerika),https://github.com/EQWorks/overlord/pull/1825,done,geoerika, GeoCohort - hide geocohorts for external users
👀 PR #1808 geo cohort/reports (DoParkEQ),https://github.com/EQWorks/overlord/pull/1808,needs review,DoParkEQ, geo cohort/reports
"✔️ PR #2 add color and prefix to verbose msgs, proper CLI option descriptions, add various CI workflows, prepare for init v0.1.0 release (woozyking)",https://github.com/EQWorks/commit-watch/pull/2,done,woozyking," add color and prefix to verbose msgs, proper CLI option descriptions, add various CI workflows, prepare for init v0.1.0 release"
✔️ PR #1 commit-watch - for commit msg gatekeeping w/ @eqworks/release convention (woozyking),https://github.com/EQWorks/commit-watch/pull/1,done,woozyking, commit-watch - for commit msg gatekeeping w/ @eqworks/release convention
👀 PR #4 losses visualization (woozyking),https://github.com/EQWorks/nn-viz/pull/4,needs review,woozyking, losses visualization
✔️ PR #1 port - tensorflow playground simulation logic/controls (woozyking)Issue #2 NN Model simulation and controls in React,https://github.com/EQWorks/nn-viz/pull/1,done,woozyking, port - tensorflow playground simulation logic/controls (woozyking)Issue NN Model simulation and controls in
